restaurant,content,name,stats,time,rating
TheSunriseCafeSandwichShop,"This is literally my favorite cafe in the world. I think it’s pretty safe to say that. It’s a beautiful, peaceful place to read and think and drink coffee. They also have artwork displayed that is for sale. Thanks to Tara and her help for making this cafe a place where I come again and again!",Trenda Sensenig,15 reviews · 19 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Second time we visited. Second time they got things wrong.  First time they put the wrong type of eggs on the sandwich,  we just dealt with it since it was a customization request. The second time they gave away the our order that we paid for (the last turnover) while we waited for it to be boxed up to go, made us wait in line again to be told that instead of coming to us when it happened.  Then just said ""sorry we gave it away, I thought there were more.""   Then had to wait again for a refund.  And no other attempts were made to make it right.  Not sure why front of house would not know how to handle it, I shouldn't have to hunt down the owner to make it right.",Mike Drexler,6 reviews,4 years ago,1
TheSunriseCafeSandwichShop,Cute atmosphere and really friendly staff. The breakfast sandwiches were yummy and stayed well intact even though we got them to go! Also picked up some bagels for later.,Leah Good,Local Guide · 34 reviews · 271 photos,3 years ago,5
TheSunriseCafeSandwichShop,"Very nice cafe. The food was good. Went with a group of ladies and everyone had basically something different and everyone enjoyed what they had ordered. The prices were fair. The parking was ok, with some parking in the back too so you could find parking without too much trouble.",J H,Local Guide · 194 reviews · 401 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Such a warm and inviting place! Good prices, good food that you can easily customize to your needs, friendly staff, overall a super fun, relaxing place to grab a quick bite to eat! Highly recommend!",Julia Smith,Local Guide · 48 reviews · 2 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Fresh food and great service. I had the special: tomato basil soup and grilled cheese (on sour dough bread). Fantastic! The huge windows lets the sun pour in and, for those of you who are people/traffic watchers, you'll get your daily dose. Seating is limited. I have seen outdoor seating on the porch. COVID protocols are enforced. This is my third time having lunch here. Each time has been better than the last. Limited parking off street but there is metered parking along the roads. If you don't mind walking a little, there is free on-street parking.",Isabelle Harman,Local Guide · 76 reviews · 30 photos,3 years ago,5
TheSunriseCafeSandwichShop,A perfect couples place for breakfast and lunch.  Staff is friendly and helpful.  Pasties are dangerously habit-forming.  So far I've had about 25% of sandwiches and can't wait to try them all.  Manzo manzo is favorite lunch sandwich so far but only get this if you are starving and have a craving for pastrami and corn beef piled high.  Top choice for breakfast so far are The Tommy (delicious donut sandwich!!!) and The Manhattan.,Tis True,5 reviews · 1 photo,4 years ago,5
TheSunriseCafeSandwichShop,"Such a lovely, welcoming place!  Will be back. Often.",Peggy Huffman,6 reviews,5 months ago,5
TheSunriseCafeSandwichShop,"Very very nice and clean inside and out. Had a breakfast sandwich and it came with eggs, cheese and bacon. Sandwich came on a cold un toasted poppy seed roll and it literally had half a piece of bacon on each side. Menu said it was supposed to be ""thick cut"" but this was paper thin. Place could be a hit with the proper menu and food prepped properly.  The portions you get at the price I can't see it making it in Carlisle PA. We're from the West coast and are used to higher prices but not the people of Carlisle. Wish them well because I want to see them succeed.",80s MX PRO,Local Guide · 39 reviews · 7 photos,4 years ago,2
TheSunriseCafeSandwichShop,"Great little breakfast, early lunch place. Congenial owner. We had two breakfast sandwiches, and they were great. Outside and inside seating.",Gus Geraci,Local Guide · 88 reviews · 258 photos,a year ago,5
TheSunriseCafeSandwichShop,Pastrami was very lean and delicious. Rye bread full of caraway seeds and fresh. Removed a star simply because I like a hot pastrami sandwich. Loved the building and the decor.,Linda Quick,Local Guide · 181 reviews · 11 photos,3 years ago,4
TheSunriseCafeSandwichShop,"My first time at the Sunrise Cafe was a very positive experience. Nicely remodelled, very welcoming atmosphere. Engaging owner and great food!. I highly recommend making it a go-to breakfast/lunch spot.",hope gregor,52 reviews,4 years ago,5
TheSunriseCafeSandwichShop,This place is like going to my mom house for breakfast I grew up in a Spanish style house the owner has renovated this place from the floor to pipes to new tables this is a wonderful place to have the best coffee fresh  delicious bagels  also sandwiches I love it best morning ever,Aisha Salem,15 reviews · 4 photos,a year ago,5
TheSunriseCafeSandwichShop,Best place to get bagels and breakfast sandwiches. I have never had anything bad here.,Natalie Clees,8 reviews,9 months ago,5
TheSunriseCafeSandwichShop,"Great breakfast and lunch sandwich options. Bagels are made fresh. Outdoor seating is nice, even though the road is a bit busy.",Lindsey Bradshaw,Local Guide · 82 reviews · 29 photos,a year ago,5
TheSunriseCafeSandwichShop,"Fantastic food!  These breakfast sandwiches are delicious, the owner is wonderful and the atmosphere is like a little New York City in historic Carlisle",Grace Genise-Redfield,125 reviews · 2 photos,3 years ago,5
TheSunriseCafeSandwichShop,"Delicious home made breakfast. First class! Great stop in Carlisle. I suggest for breakfast ""Carlisle High Street"" sub for a dippy egg. The flatbread was quite incredible & homemade.",Samantha,2 reviews,2 years ago,5
TheSunriseCafeSandwichShop,"Lovely food!!! A slow afternoon on a Tuesday, a few people came in for takeout and eat in. Inside is so cute! Lots of hot chocolate mixes, teas, and 1 type of coffee at a time. We got the Foxy Loxy and the Carlisle High Street (but on an egg bagel)! Highly recommend. Bagel options are soft, grilled and buttered, and baked. Read their story online, the building is historic and the family is so cute!",Annemarie S,Local Guide · 16 reviews · 15 photos,2 years ago,5
TheSunriseCafeSandwichShop,Tried the Foxy Loxy and the New Yorker on my two trips as I was working remote while travelling for the holidays. Both were good and I would go more often if I lived here.,Derek L,23 reviews · 1 photo,a year ago,5
TheSunriseCafeSandwichShop,"My first visit to the cafe this morning.  Delicious breakfast food, friendly service, and cozy atmosphere.  A great addition to downtown Carlisle!  Cant wait to go back for lunch.",Peggy Seefried,5 reviews,4 years ago,5
TheSunriseCafeSandwichShop,"Stopped here for breakfast this morning and had a healthy breakfast sandwich that was delicious. They also had a freshly made Blueberry Crumble. Ate some there with my coffee and brought the rest home to have for a snack later!

Love the laid-back Vibe and how clean it is too!",Christine Vasiliades,"Local Guide · 223 reviews · 5,686 photos",3 years ago,5
TheSunriseCafeSandwichShop,"Cute little coffee shop and lunch cafe. I ordered a breakfast sandwich and it was made and delivered fast and was delicious.  Plenty of parking behind the building.  Clean,  tastefully decorated.  Definitely recommend.",L H,Local Guide · 306 reviews · 135 photos,4 years ago,5
TheSunriseCafeSandwichShop,Food was awesome. Loved the atmosphere and employees. Only thing I would say is that the portion sizes are kind of small for the prices charged on certain items.,ElChiefo,Local Guide · 206 reviews · 42 photos,2 years ago,4
TheSunriseCafeSandwichShop,"Delicious Breakfast sandwich with marble rye, pastrami and 2 perfectly made eggs over easy.The Owner/ hostess so friendly. Great food",Susan Willison,14 reviews,2 years ago,5
TheSunriseCafeSandwichShop,"First time visiting. Food was great. Good breakfast sandwiches not a full breakfast menu. Worth a return visit
BTW: restrooms are by pet peeve and they are well maintained!",Melvin White,3 reviews,3 years ago,5
TheSunriseCafeSandwichShop,The Sunrise Cafe was a delight! We went for breakfast. The food was delicious and the orders accurate (we customized our orders). Can't wait to try it for lunch!,Kelly Hruska,12 reviews,2 years ago,5
TheSunriseCafeSandwichShop,"Adorable cafe with great customer service, delicious hot coffee, and New York bagels!
The interior was shocking, in a good way, as it felt like I had walked into a beach side cafe. The decor does great justice to a historical Carlisle building, and every detail seemed to have been thought through thoroughly. Lots of space inside and will be a place I keep in mind for meetings and hangouts or if I need a place to get a little bit of work done.
Great alternative to Panera so you can support a local business.",Leah Hess (Leahbadea),Local Guide · 152 reviews · 250 photos,3 years ago,5
TheSunriseCafeSandwichShop,"Cute little cafe for a cup of coffee and some breakfast sandwiches. Everything was really good and there was a nice selection of food to pick from. The only thing was that they only sell drip coffee, so if you're looking for more than just a regular cup of coffee, you might be disappointed",Rebecca Orner,Local Guide · 22 reviews · 6 photos,4 years ago,5
TheSunriseCafeSandwichShop,"The owner is super kind. If you're a bit socially awkward like my clumsy self, you'll find a very welcoming cafe on the corner of the city street.",Taylor Allen,Local Guide · 19 reviews · 3 photos,a year ago,5
TheSunriseCafeSandwichShop,"I’ve eaten lunch here three times in the short time they’ve been open, and my husband picked up breakfast once.  Everything I’ve tried has been delicious - the manzo manzo sandwich and the Manhattan breakfast sandwich are favorites already 😉 friendly service, delicious food and love that they rehabbed a historical building. …",Ashlee Rodriguez,8 reviews,4 years ago,5
TheSunriseCafeSandwichShop,"So good! Everything is made fresh and the food is unique, flavorful, and leaves you wanting more! I came hungry but left happy! Definitely coming back.",Daniel Berndt,Local Guide · 260 reviews · 974 photos,4 years ago,5
TheSunriseCafeSandwichShop,"This place is fantastic!! Dynamite coffee and fantastic sandwiches. Service is super quick, and the cafe itself is really beautiful. A great historic building with lots of charm. Prices are reasonable and everything is delicious.",Jake Saltzberg,Local Guide · 158 reviews · 15 photos,4 years ago,5
TheSunriseCafeSandwichShop,Really cute and comfortable atmosphere. Food was really good. Staff are incredibly friendly. I am definitely bringing friends here whenever I get the chance.,alicia sparrow,2 reviews,4 years ago,5
TheSunriseCafeSandwichShop,"Sandwiches, soup and homemade desserts were delicious. The cranberry slaw is surprisingly delectable. Will definitely return.",Kelly Pallis,11 reviews · 7 photos,4 years ago,5
TheSunriseCafeSandwichShop,"Great service, well thought out and carefully executed. Legit NY bagels (from NY not just a NY recipe). Will be returning regularly.",Julianna Francis,21 reviews,2 years ago,5
TheSunriseCafeSandwichShop,"First time here, not the artist! Lovely place! Delicious breakfast sandwich! Friendly cashier! Many blessings upon your business!",Yiddah,Local Guide · 211 reviews · 113 photos,2 years ago,5
TheSunriseCafeSandwichShop,The Tommy and the Bologna Breakfast with a side of coffee were great! This will be our new Sunday morning breakfast spot!!,Daryn Kingsborough,Local Guide · 120 reviews · 26 photos,2 years ago,5
TheSunriseCafeSandwichShop,"I love this place, its like a friend is making me a delicious meal. The building is beautiful too! Thank you!",Tess Bockes,Local Guide · 163 reviews · 136 photos,a year ago,5
TheSunriseCafeSandwichShop,"Cute shop, great service, yummy food. Great start to the morning!",defiantone,8 reviews · 1 photo,9 months ago,5
TheSunriseCafeSandwichShop,"Ate breakfast there, the first time going here.  It was very good.  Bagels are delicious.",Nancy Leonard,Local Guide · 69 reviews · 130 photos,2 years ago,5
TheSunriseCafeSandwichShop,The breakfast sandwiches are great and the Sara's Sweetness cream cheese is out of this world. Will definitely be back.,Logan Whitcomb,Local Guide · 34 reviews · 10 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Great food , friendly owner. We eat here all the time.",Phil Hansen,7 reviews · 1 photo,a year ago,5
TheSunriseCafeSandwichShop,Just have to say Thank you. Excellent sandwiches and desserts.  By far one of the best sandwich places i ever ate at. Thank you.,Joe Mosluk,3 reviews · 1 photo,3 years ago,5
TheSunriseCafeSandwichShop,Very nice place. Staff is friendly. Outdoor and indoor seating. Great food,James McGeoy,Local Guide · 55 reviews · 3 photos,a year ago,5
TheSunriseCafeSandwichShop,"Excellent, fresh and made to order bagels and cream cheese!",Faith Fogle Pensinger,30 reviews · 2 photos,11 months ago,5
TheSunriseCafeSandwichShop,"Love the menu, the staff was excellent and the food was well prepared.  Great place to enjoy",Franklin Edwards,Local Guide · 120 reviews,2 years ago,5
TheSunriseCafeSandwichShop,Cannot wait to try more of their food...very friendly love the rustic feel of the old house,Maria,Local Guide · 20 reviews · 80 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Great service, great atmosphere, and great food - tastes like home ( and thanks for “pork roll!“).  I’ll be back!",Lauren Muglia,3 reviews,4 years ago,5
TheSunriseCafeSandwichShop,"Delicious food, quick service, unique options and nice atmosphere.",Gutter Pro,5 reviews,a year ago,5
TheSunriseCafeSandwichShop,Great service and wonderful sandwiches!,Douglas Simmons,"279 reviews · 1,852 photos",6 months ago,5
TheSunriseCafeSandwichShop,"Awesome location. Not a large menu, but loved my food.",Eric Born,26 reviews,2 years ago,5
TheSunriseCafeSandwichShop,Owner was super welcoming! Food was hot and delicious,Londin Russell,2 reviews,a year ago,5
TheSunriseCafeSandwichShop,"Love the building, great story about how the owner opened up and terrific food!",Dan Collison,Local Guide · 58 reviews · 13 photos,a year ago,5
TheSunriseCafeSandwichShop,Excellent Food!  Beautiful place.  Nice folks.  We will be back.,Sue Ward-Diorio,Local Guide · 81 reviews,2 years ago,5
TheSunriseCafeSandwichShop,Finally a place in PA for an egg and cheese on a hard roll. I loved my sandwich I will definitely go back.,moanjam,Local Guide · 22 reviews · 24 photos,4 years ago,4
TheSunriseCafeSandwichShop,"Love this family atmosphere (owner is extremely accommodating), very affordable and delicious food/beverage and a great hidden gem.",MiddlePA MPI,1 review,4 years ago,5
TheSunriseCafeSandwichShop,"Great breakfast sandwiches, good coffee and wonderful scones.  Breakfast cravings all together.",Michael Arnold,Local Guide · 12 reviews · 13 photos,3 years ago,5
TheSunriseCafeSandwichShop,"Bagel with cream cheese,lox,and scallions was very delicious.",Chris Moore,38 reviews · 40 photos,a year ago,5
TheSunriseCafeSandwichShop,"Fantastic coffee and breakfast sandwiches, amazing atmosphere and staff were outstanding",Jeannie Berndt,Local Guide · 209 reviews · 5 photos,4 years ago,5
TheSunriseCafeSandwichShop,Authentic NY style flavors and attention to detail!!! Delicious,Anthony B,6 reviews,a year ago,5
TheSunriseCafeSandwichShop,My wife and I really like this place. Super quiet and relaxed atmosphere.,Gene Halteman,Local Guide · 111 reviews · 62 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Absolutely phenomenal food, customer service, and owner!! Will definitely return!",Deirdra Bell,Local Guide · 28 reviews,2 years ago,5
TheSunriseCafeSandwichShop,Food and service is excellent. A gem in Carlisle.,Kenneth Bloom,Local Guide · 388 reviews · 983 photos,a year ago,5
TheSunriseCafeSandwichShop,"Great service, clean and friendly. Everything made to order and delicious.",Lew Goodhart,1 review,3 years ago,5
TheSunriseCafeSandwichShop,"Quick service, friendly staff, good food, what's not to like? Check it out.",Steve Zeigler,202 reviews · 1 photo,4 years ago,4
TheSunriseCafeSandwichShop,Excellent customer service and lovely dining area!,Rachel Shively,1 review,a year ago,5
TheSunriseCafeSandwichShop,I have had a little of everything and it is all delicious. AMAZING FOOD!!!!!!,Beth Auman,5 reviews · 1 photo,4 years ago,5
TheSunriseCafeSandwichShop,"Awesome atmosphere, very clean, great food, nice people!!",April Smith,62 reviews · 3 photos,4 years ago,5
TheSunriseCafeSandwichShop,"Beautiful ambiance, delicious food too!",Nathan Harig,Local Guide · 26 reviews · 79 photos,2 years ago,5
TheSunriseCafeSandwichShop,Clean neat good food and great service. We will be back.,Barbara Manna,15 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Fantastic food. Try the Boston cream cream cheese.,Drew Gardner,3 reviews,2 years ago,5
TheSunriseCafeSandwichShop,A great little place.  Good food and good service.,Shaquille Davis,5 reviews,a year ago,5
TheSunriseCafeSandwichShop,Awesome venue with great food!!,Maggie Gorman-Staver,Local Guide · 48 reviews · 719 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Very nice,  good food, bagels are delicious",Nancy & John Leonard,Local Guide · 47 reviews · 180 photos,2 years ago,5
TheSunriseCafeSandwichShop,"Delicious food, friendly staff and great atmosphere.",Joshua Williams,2 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Tara is a great owner and makes you feel at home!,Mike Marra,"1,670 reviews",4 years ago,5
TheSunriseCafeSandwichShop,Delicious breakfast sandwich! I will definitely be back!!!,Jack Cleff,5 reviews,4 years ago,5
TheSunriseCafeSandwichShop,Best long Island egg sandwich in pa,Angela A,Local Guide · 386 reviews,3 years ago,5
TheSunriseCafeSandwichShop,We had a nice lunch here.,Mary Greer,Local Guide · 130 reviews · 18 photos,2 years ago,5
TheSunriseCafeSandwichShop,Very nice place & food is very good.,lydia hishmeh,145 reviews · 3 photos,2 years ago,5
TheSunriseCafeSandwichShop,"great food, friendly service!!",Christy Horne,4 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Delicious well made breakfast sandwich,Dean Rock,3 reviews,2 years ago,5
TheSunriseCafeSandwichShop,"Different, very nice, very clean and very good 😋",David Feaser,13 reviews · 4 photos,2 years ago,4
TheSunriseCafeSandwichShop,Super cute breakfast spot!,Jennifer Snyder,Local Guide · 12 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Best sandwich shop in town!,Julie Graham,3 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Nice place to eat something or to take a coffee,Francisco villar,Local Guide · 13 reviews · 3 photos,3 years ago,5
TheSunriseCafeSandwichShop,Delicious food and cozy atmosphere,Karen Burleson,4 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Went once will go back.,Richard Deik,Local Guide · 84 reviews,2 years ago,5
TheSunriseCafeSandwichShop,Good food and nice environment,James Muldoon,"Local Guide · 1,163 reviews · 258 photos",3 years ago,5
TheSunriseCafeSandwichShop,SUPER CAFE STYLE BREAKFASTS,George Knoll,53 reviews · 1 photo,a year ago,5
TheSunriseCafeSandwichShop,Excellent coffee shop!!,Shawn Seno,39 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Very comfortable Cafe!,Lawrence Strobel,Local Guide · 312 reviews · 114 photos,4 years ago,4
TheSunriseCafeSandwichShop,Very good!,Margaret Strock,Local Guide · 239 reviews · 5 photos,2 years ago,5
TheSunriseCafeSandwichShop,Awesome menu,Lisa DAndrea,Local Guide · 20 reviews · 6 photos,3 years ago,4
TheSunriseCafeSandwichShop,Fabulous!!,Lynn Purvis,15 reviews,a year ago,5
TheSunriseCafeSandwichShop,"Thank you so very much for coming in, I’m so happy that you enjoyed what I made for you!",Charles Costello,2 reviews,a week ago,5
TheSunriseCafeSandwichShop,Thanks for visiting my sandwich shop!,Daniel Harmon,9 reviews,2 months ago,4
TheSunriseCafeSandwichShop,Thank you so much for coming in!,Joseph Kohn,Local Guide · 92 reviews · 8 photos,9 months ago,5
TheSunriseCafeSandwichShop,Thank you so much for coming in!,Laura Powers,Local Guide · 9 reviews · 82 photos,9 months ago,5
TheSunriseCafeSandwichShop,Thank you for coming in!,Jose Fernandez,1 review,10 months ago,5
TheSunriseCafeSandwichShop,Thank you so much for coming in!,Rudy G,Local Guide · 6 reviews · 49 photos,11 months ago,5
TheSunriseCafeSandwichShop,Thank you!,Abbey Palmieri,4 reviews · 1 photo,3 years ago,5
TheSunriseCafeSandwichShop,Thank you!,Linda Latsha,Local Guide · 60 reviews,3 years ago,5
TheSunriseCafeSandwichShop,Thank you!,pancakes and bacon,Local Guide · 64 reviews · 8 photos,3 years ago,5
TheSunriseCafeSandwichShop,Thank you!,Dogefan19967,Local Guide · 27 reviews · 5 photos,3 years ago,5
TheSunriseCafeSandwichShop,Thank you!,William Sheckels,4 reviews · 1 photo,4 years ago,5
TheSunriseCafeSandwichShop,Thank you!,Tim Berndt,33 reviews · 16 photos,4 years ago,5
TheSunriseCafeSandwichShop,Thank you!,Michelle Critcher,Local Guide · 54 reviews · 208 photos,4 years ago,5
TheSunriseCafeSandwichShop,This is a disgruntled employee who quit after 3 days. She left this review 1 hour after my grand opening.,domonique rivera,Local Guide · 23 reviews · 1 photo,4 years ago,1
Grazery,Grazery has some of the best food I’ve ever had! Everything is so fresh and healthy! It is so reasonably priced too. The owner & staff are beyond friendly. I eat lunch here at least once a week! If you’ve never been - definitely a must try restaurant!,Taylor F,9 reviews · 6 photos,5 months ago,5
Grazery,"This restaurant never disappoints. Every time I order from here, I am satisfied to the point I am sad when my meal is finished. The hardest part of eating here, is deciding which amazing menu item I want to order. I have too many favorites.  You can tell the owner and staff care.",jennifer wolf,Local Guide · 93 reviews · 55 photos,6 days ago,5
Grazery,"Super happy with the food and staff! They were very busy when we got there for lunch, but the food still came out impressively fast.  Also everything tasted amazing for being healthy. Will mention though that it was very loud being there were so many people. I would not recommend working in here. I will be back!",Marlissa Halteman,Local Guide · 34 reviews · 93 photos,10 months ago,5
Grazery,This is my favorite place in town. They have great food food and the service is good. They have vegan options which is always good! My favorite has to be the baked sweet potato and any of their soups!,Lisa Easterly,8 reviews · 38 photos,2 years ago,5
Grazery,"Pretty hipster place. Got the portobello burger. It was good. Side of chips was kinda small for their big tray they serve it to ya in, but I feel like most hipster places are like that. Liked the decor. Had a little shop closer to the back for you to purchase things. Came here with my coworkers for a farewell lunch, so I didn't really take pictures.",Linh,33 reviews · 54 photos,5 months ago,5
Grazery,"The best vegetarian options in Carlisle!

All three vegetarian dishes are exceptional. Their soup is always on point, regardless of the season. This place could do well in swanky places in California. Even the employees have a California vibe to them!",HaileYesus Bairu,Local Guide · 174 reviews · 158 photos,a year ago,5
Grazery,"My main reason for going this time was the
Walnut & Fig Tart:  Rosemary-scented cream with fig-preserve swirls in a walnut oat crust. Vegan, gluten-free, and made in-house from scratch with figs and rosemary. #veganandglutenfree

But I decided to stay for lunch. I had the
Zucchini  sweet pea and mint soup and the
Sweet Potato stuffed w/ roasted broccoli, arugula, lemon vinaigrette & black sesame seeds which is also vegan and gluten-free.

* I cut up the sweet potato so you can see what was in it but there's another picture for presentation.

If you have dietary restrictions or just love healthy food that actually tastes delicious, this is your place! I don't think I know anything quite like it in the central Pennsylvania area.",LiveWorkPlay Media,"Local Guide · 162 reviews · 16,335 photos",3 years ago,5
Grazery,"They have gluten free bread, soups, and salads! The flavors were great and they used simple ingredients. I got the Mediterranean sandwhich with gluten free bread with a side of their red pepper soup. The check out process was so smooth!",Rachel Bicket,Local Guide · 41 reviews · 69 photos,a year ago,5
Grazery,"I'd have given them 6+ stars if I could.  Creative menu, delightful staff, cute decor.  A ""must eat here kind"" of place.  Love it!",K Beljan,132 reviews · 11 photos,4 months ago,5
Grazery,"Wonderful place to have lunch. We shared a bowl of soup, Avocado Boats and a Chick Pea Wrap. Everything was great. Would definitely go back!",Annette Patterson,"Local Guide · 264 reviews · 1,402 photos",3 years ago,5
Grazery,Tasty food great customer service and Innovative flavor glands all wrapped up in a friend to convenience good warm atmosphere describe the grazery blending soups and salads are sandwiches and soups gives you a taste of both options seasonal menus keep things Innovative and interesting,Mohamed Badaoui Najjar,"Local Guide · 539 reviews · 4,645 photos",3 years ago,5
Grazery,"Great food, very diet friendly and quick service. It was fun to be able to get popcorn with a sandwich. Great place.",Natalie Douglass,30 reviews · 17 photos,2 months ago,5
Grazery,A great place to get lunch on a weekday! Food is always fresh and tasty - easily one of the best places in the area.,Aparna Jaggi,6 reviews · 1 photo,4 months ago,5
Grazery,Very nice. The vegan chickpea wrap with eggplant spread was delightful.,Shani Stanley,Local Guide · 214 reviews · 393 photos,11 months ago,5
Grazery,"First time; got the Undercover Chicken sandwich and the Motley Crop salad, both were very good! The salad was nutty and crunchy and the chicken was juicy. Service was quick and friendly as well! I will definitely be coming back at some point.",Luke Micsky,9 reviews · 11 photos,3 years ago,5
Grazery,"We ate there for lunch -- the sandwich and salad combo was very tasty, and a lot healthier than your typical lunchtime fare, no carb crash.",Johnathan Stevens,19 reviews · 7 photos,5 months ago,5
Grazery,"We ate here for lunch and enjoyed everything. The food is fresh, healthy, tasty, and well presented. The atmosphere is welcoming and the staff are friendly. I recommend the avocado toast and the beet toast. If you are looking for a lunch you feel good about, the Grazery is a great choice. The location is also great for downtown shopping and close to the university. There is metered parking along the street.",Katherine Little,Local Guide · 10 reviews · 25 photos,a year ago,5
Grazery,"The food is creative, comforting and fresh. There’s no place quite like it!",Katie Daniels,9 reviews · 2 photos,a month ago,4
Grazery,"Had a relaxing, casual breakfast here. Really friendly staff. Great atmosphere.  We had the ""Green Eggs"" and ""the Frenchie"". Will definitely return in the future.",C.L. T.,Local Guide · 86 reviews · 505 photos,4 years ago,5
Grazery,Love the chickpea wrap! Buy 2 every time i visit,Josh Will,8 reviews,a month ago,5
Grazery,"Delicious food. Clearly all super fresh and tons of vegan options/mods (even a dessert!).

10/10 sad we’re not staying in town longer so we can eat here again.",Morgan Felix,Local Guide · 13 reviews · 6 photos,9 months ago,5
Grazery,"In a society of increasing options for healthy food, this charming restaurant stands out.  The food is bold and flavorful, tickles the palate at every bite.  The staff is helpful and patient as we struggled to make up our minds as to the multitude of flavors, everything sounded great.  If you have not tried dining here, make the effort to get there.  Will be back soon and often.",Keith J Oshman Jr,Local Guide · 95 reviews · 21 photos,a year ago,5
Grazery,"The owner of this wonderful local restaurant is fantastic- she cares about her staff and customers and remembers my name. The food is reliably good, healthy, and I trust the safety of her kitchen. Today I smiled when I was greeted like an old friend. I love all of the food but today’s  soup special- green pea and dill is now my ultimate favorite! This is a must go- don’t spend your money on chains when you can support a great place like this!",Tracy Sands,13 reviews · 3 photos,a year ago,5
Grazery,"Always fresh. Very good healthy options. Not too expensive, but not big portions either.",Bob Croft,"Local Guide · 120 reviews · 2,102 photos",4 years ago,5
Grazery,"I love the food and that’s why I keep coming back, but every single time I do, the same female server makes me feel like I’m some massive inconvenience. I understand that she is busy and it’s a hard job to be a server, but the way that she consistently makes me feel unwelcome really puts a damper on the meal.",brielle wilson,2 reviews,a year ago,3
Grazery,The food here is absolutely delicious. We had the Greek pita as well as the Tuna sandwich. Hands down was one of the best lunches we've had. The service was just as amazing as the food. I appreciated the decor as well as the overall ambience of this establishment. Bravo to the owners.,Tasha Rinnus,Local Guide · 31 reviews · 170 photos,2 years ago,5
Grazery,"Great atmosphere , awesome food, will be back again soon",Ryan Bowman,9 reviews · 9 photos,3 years ago,5
Grazery,Great little café.   Good food and friendly service.,Brian Achey,Local Guide · 85 reviews · 245 photos,3 months ago,5
Grazery,I definitely will return.  This resurant is a wonderful experience.  The food was amazing and the staff was pleasant and efficient.  Proper precautions were taken between guests.  I couldn't have asked for a better spot to eat.  Only drawback because nobody's perfect...they close at two.  Closing early probably gives them time to prep that yummy food and enjoy their family.  I loved it.,alesha hatcher,11 reviews · 4 photos,a year ago,5
Grazery,Ate here today with a friend. Cute place and so happy to see vegetarian and vegan options and gluten free as well.  My meal was delicious and the staff was very friendly and food came out quickly. Will definitely go again.,Sandy Brocious,12 reviews · 5 photos,a year ago,5
Grazery,We came back recently and liked it even more. The food is hot and fresh and has a quirky yet interesting menu. It could be a go to when we visit Carlisle.,Lee Calisti,79 reviews · 37 photos,a year ago,5
Grazery,"I can't believe I haven't reviewed this amazing little gem in Downtown Carlisle.

This is our goto lunch spot.  I have a slight addiction to the Mellow Bird sandwich with popcorn on the side.  Everything here is incredibly fresh, and the service and personal attention Maria and Yani pay to their customers is off the charts.  (Honestly, some of the best customer service I have ever experienced in Carlisle.)

When I do deviate from my standard order, I have never been disappointed,  whether it is creative and healthy salads or any of their other sandwich or wrap options.   They always have fresh homemade soup options that, once again, never disappoint.

Hey guys, don't be thrown off by the  ""Healthy Food"" moniker here, this is just good food.

Keep up the great work Grazery!",Mark Mcnutt,Local Guide · 37 reviews · 3 photos,7 months ago,5
Grazery,"This place is great, if you like the concept of Panera you'll love this place, except that you'll be able to taste flavorful food here (ha, sorry). Half sald/soup/sandwich is perfect, in a perfect location, everyone who works there has been so welcoming to us.

My one qualm. Carlisle has a lack of restaurants with healthy, veg heavy options, ESPECIALLY food joints like this open on the weekend. I'm dying for lunch hours on the weekend. I will do your dishes the first weekend you're open.",Chad Greenlee,Local Guide · 75 reviews · 2 photos,a year ago,5
Grazery,"Without question, the best place for lunch in Carlisle. The chef is a magician.",guy brooks,Local Guide · 11 reviews · 2 photos,3 months ago,5
Grazery,"Great local healthy spot! Lots of delicious options- whether you’re looking for healthy food or have dietary restrictions. We tried the Farr-out salad and Mellow bird sandwich for dinner and both were great! Plus, the staff were also super friendly. We will be back soon to try some more.",Brittany DiStefano,3 reviews,2 years ago,5
Grazery,Hostess were both very rude. They were very busy and the wait was long when I went and understand why I couldn’t get a table. It wouldn’t bother me if I was treated like an actual customer. I guess they think if they’ve made enough money for the day they don’t have to treat their potential customers with any sort of respect. I didn’t get a chance the try the food here and definitely won’t be bothering to come back after the way the hostess spoke to me. Ran down to the Caribbean place down the street and had much much better service and the food was great. Check it out!,Haley K,2 reviews,a year ago,1
